id,title,slug,description,playlist_id,url,published_at,position,created_at,updated_at
8EVyf0bL4TM,Shrimaan Shrimati  | Full Episode 43,shrimaan-shrimati-full-episode-43,"Dilruba prepares a mutton dish and tells Prema that he has prepared the dish especially for her. Prema tells him that she will not eat anything until Dilruba's mother comes from Africa and gives her the diamonds she had promised. Watch the complete show to know what happens next.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-08-30 16:00:01,42,2024-02-16 17:21:51,2024-02-19 17:09:08
8fQMZCuFK54,Shaktimaan - Episode 265,shaktimaan-episode-265,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-10-18 14:04:00,63,2024-02-16 16:48:01,2024-02-19 17:09:08
8GQwQjSixmo,Shaktimaan - Episode 126,shaktimaan-episode-126,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL3E110C16D04A4070,,2012-06-27 07:24:35,125,2024-02-16 16:10:21,2024-02-19 17:09:08
8HtwJJ8NurI,Malgudi Days - मालगुडी डेज - Episode 32 - Trail of the Green Blazer - पाकीट मार,malgudi-days-malgada-daja-episode-32-trail-of-the-green-blazer-pakata-mara,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 32 - Trail of the Green Blazer - पाकीट मार

This is the story of a pick – pocketier and his final outcome in life when he tries to take right path which is practically satire. Raju, who is a pick pocketer continues his profession bluffing his wife that he is earning ease from various business, etc. On one such occasion he follows a gentle man with the Green Blazer finds that he has bought some balloons for his daughter and ultimately pick pockets his purse. While removing the cash from the purse notices the balloon, which the man bought for his young daughter. He is really upset thinking what the child will feel when he goes back without the balloon. Raju push back the balloon in the purse and tries to put it back in the pocket of the gentleman with the Green Blazer. At that time he is caught, beaten up and handed over to police with the feeling that never again he will ever sympathize with anyone.",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,31,2024-02-16 17:41:21,2024-02-16 17:41:21
8KGmQ-Wr9dY,Shrimaan Shrimati | Full Episode 56,shrimaan-shrimati-full-episode-56,"Chintu lies to Kokila that he is not feeling well, as he has not completed his homework. At the same time, Ganga Mausi arrives and when Kokila offers Chintu an ayurvedic medicine, he suddenly runs for school. Watch this funny episode to know more.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:29:45,55,2024-02-16 17:21:52,2024-02-19 17:09:08
8nOVro3USTk,Private video,private-video,This video is private.,PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,,172,2024-02-16 17:29:59,2024-02-16 17:29:59
8ObZKaKu4bY,दिलरुबा रात को आया कोकि के घर । Shrimaan Shrimati  | Full Episode 38,thalrab-rata-ka-aaya-kaka-ka-ghara-shrimaan-shrimati-full-episode-38,"दिलरुबा रात को आया कोकि के घर । Shrimaan Shrimati  | Full Episode 38
Dilruba tells Kuki that she is more special than Prema, to him. Kuki tells Dilruba to go and sleep as it is quite late in the night. Keshav feels Dilruba's presence in his bed room and gets angry and tells him to come out. Watch what happens when these two men come face to face with each other.
Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2024-01-30 11:30:04,170,2024-02-16 17:21:53,2024-02-16 17:29:02
8Oz0V7itlE4,केशु हुआ घर में परेशान | Shrimaan Shrimati | Ep - 94 | Watch Full Comedy Episode,kasha-haaa-ghara-ma-parashana-shrimaan-shrimati-ep-94-watch-full-comedy-episode,"केशु हुआ घर में परेशान | Shrimaan Shrimati | Ep - 94 | Watch Full Comedy Episode
Keshav tells Chintu to listen to him, and tells him that he has all the rights on him as he is his son. Keshav's mother addresses Prema Shalini as her daughter-in-law and this surprises her a lot. Later, Keshav returns and Chintu asks for his gift from him. Watch the entire episode to know more.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2024-01-16 11:30:03,149,2024-02-16 17:21:52,2024-02-16 17:29:02
8rz_aClJlu0,Shaktimaan - Episode 151,shaktimaan-episode-151,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world",PL3E110C16D04A4070,,2012-11-08 06:15:46,149,2024-02-16 16:10:21,2024-02-19 17:09:08
8y9wbvzJI7A,Shaktimaan - Episode 322,shaktimaan-episode-322,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-12-25 09:51:01,118,2024-02-16 16:48:01,2024-02-19 17:09:08
9-uGi_nBXOc,Shaktimaan (शक्तिमान) - Full Episode 78 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-78-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.


#Shaktimaan",PL3E110C16D04A4070,,2012-02-24 07:50:31,77,2024-02-16 16:10:21,2024-02-19 17:09:08
91ktkV6KJsk,Shaktimaan (शक्तिमान) - Full Episode 96 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-96-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.


#Shaktimaan",PL3E110C16D04A4070,,2012-03-21 06:43:42,95,2024-02-16 16:10:21,2024-02-19 17:09:08
95WCnvGOziE,Malgudi Days - मालगुडी डेज - Episode 6 - Swami And Friends(Part 6),malgudi-days-malgada-daja-episode-6-swami-and-friendspart-6,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 6 - Swami And Friends(Part 6)

Malgudi Days is an Indian television series based on the works of R.K. Narayan. The series was directed by Kannada actor and director Shankar Nag. 

Swami and Friends revolves around the life of ten-year-old Swaminathan, or Swami as he is known. Swami portrays the growing pangs of a boy who despises school, as he makes excuses and roams around Malgudi with his friends. Swami's father works in a government office and his mother is a housewife. At home, Swami shares his adventures with his aged granny, who lovingly addresses him as ""Chamy."" Swami has two close friends: Mani and Rajam, the son of the police chief superintendent. He likes wandering and playing with them. He is very innocent boy. 

Gopinath - Harish
W.S.Swaminathan (Swami) - Master Manjunath
Swami's father - Girish Karnad
Swami's mother - Vaishali Kasaravalli
Swami's grand mother - Suhasini Adarkar
Muniya (Muni) - Kanti Madiya
Muniya's wife - B Jayashree
Shopkeeper - Somu
American (New York tourist) - Teddy White
Nitya - Deven Bhojani",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,5,2024-02-16 17:41:21,2024-02-16 17:41:21
9fJA6f66cD4,Shaktimaan - Episode 134,shaktimaan-episode-134,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL3E110C16D04A4070,,2012-08-09 10:44:16,132,2024-02-16 16:10:21,2024-02-19 17:09:08
9FYfWaUupTw,Malgudi Days - मालगुडी डेज - Episode 3 - Swami And Friends(Part 3),malgudi-days-malgada-daja-episode-3-swami-and-friendspart-3,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 3 - Swami And Friends(Part 3)


 #malgudidays #swamiandfriends #ultrabollywood",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,2,2024-02-16 17:41:21,2024-02-16 17:41:21
9iiRemrTM6Q,Shaktimaan - Episode 313,shaktimaan-episode-313,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

► Subscribe to Ultra Bollywood - http://bit.ly/SubscribeUltraBollywood

► Click To Watch Lata Mangeshkar Hit Songs : - https://bit.ly/LataMangeshkarHitSongs
► Click To Watch Udit Narayan Hit Songs : - https://bit.ly/UditNarayanHitSongs
► Click To Watch Kumar Sanu Hit Songs : - https://bit.ly/KumarSanuSongs
► Click To Watch Alka Yagnik Hit Songs :- https://bit.ly/AlkaYagnikSongs
► Click To Watch Kishore Kumar Songs : - https://bit.ly/KishoreKumarSong
► Click To Watch Hindi Comedy Scenes : - https://bit.ly/HindiComedyScenes
► Click To Watch Best Collections of Salman Khan : - https://bit.ly/SalmanKhanBestCollections
► Click To Watch Best Aamir Khan Scenes : - https://bit.ly/AamirKhanComedyScenes
► Click To Watch Evergreen Hindi Songs : -  https://bit.ly/EvergreenHindiSongs
► Click To Watch Romantic Songs in 4K :- https://bit.ly/4KHindiRomanticSongs
► Click To Watch Superhit Hindi Songs in 4K - https://bit.ly/4KHindiSongs

► Website: http://www.ultraindia.com
► Like us on Facebook: https://www.facebook.com/UltraHindi
► Follow us on Twitter: https://twitter.com/UltraHindi

#Shaktimaan",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-12-11 12:09:50,110,2024-02-16 16:48:01,2024-02-19 17:09:08
9jSlEw5hHyM,Shaktimaan - Episode 189,shaktimaan-episode-189,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL3E110C16D04A4070,,2013-03-25 07:48:25,187,2024-02-16 16:10:21,2024-02-19 17:09:08
9OTjXzf56sE,Shaktimaan - Episode 270,shaktimaan-episode-270,"Shaktimaan - Episode 270 

#shaktimaan #ultrabollywood",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-10-22 10:32:00,68,2024-02-16 16:48:01,2024-02-19 17:09:08
9y8GUm3-UbA,Shaktimaan (शक्तिमान) - Full Episode 109 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-109-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#Shaktimaan",PL3E110C16D04A4070,,2012-04-24 10:37:32,108,2024-02-16 16:10:21,2024-02-19 17:09:08
a8KcCS8e5Ds,Shaktimaan - Episode 286,shaktimaan-episode-286,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-11-06 09:00:47,84,2024-02-16 16:48:01,2024-02-19 17:09:08
aaTUlG94Gb0,Shaktimaan - Episode 154,shaktimaan-episode-154,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL3E110C16D04A4070,,2012-11-26 09:16:41,152,2024-02-16 16:10:21,2024-02-19 17:09:08
aD--M8oboLA,Raja aur Rancho - Part 10,raja-aur-rancho-part-10,"Part 10 of Super HIt TV serial Raja Aur Rancho starring Mohan Bhandari, Ved Thappar, Wonder Monkey. Director: Murali Nallappa, Producer: Murali Nallappa. Synopsis : It requires just pure honesty to motivate Raja to get cracking into any complicated mystery; and his ever faithful partner Rancho (the wonder monkey) is instantly ready to follow the footsteps of his master with vital clues and his characteristics observations. However thick the mystery, however clever the opponent, Raja and Rancho know just how to unravel the truth from the most eluding forces of falsehood. Always ready to help honest friends and root out evil, Raja and Rancho travel through a wide cross section of characters, experiences and locales to provide the richest fare in crime bursting, pulsating with human emotions. Designed as a simple and racy entertainer for viewers of all age groups, it attempts to capture the intriguing world of machination, conmanship and deceit and the fascination process of how our heroes set about defeating the rivals

► Subscribe to Ultra Bollywood - http://bit.ly/SubscribeUltraBollywood

► Click To Watch Lata Mangeshkar Hit Songs : - https://bit.ly/LataMangeshkarHitSongs
► Click To Watch Udit Narayan Hit Songs : - https://bit.ly/UditNarayanHitSongs
► Click To Watch Kumar Sanu Hit Songs : - https://bit.ly/KumarSanuSongs
► Click To Watch Alka Yagnik Hit Songs :- https://bit.ly/AlkaYagnikSongs
► Click To Watch Kishore Kumar Songs : - https://bit.ly/KishoreKumarSong
► Click To Watch Hindi Comedy Scenes : - https://bit.ly/HindiComedyScenes
► Click To Watch Best Collections of Salman Khan : - https://bit.ly/SalmanKhanBestCollections
► Click To Watch Best Aamir Khan Scenes : - https://bit.ly/AamirKhanComedyScenes
► Click To Watch Evergreen Hindi Songs : -  https://bit.ly/EvergreenHindiSongs
► Click To Watch Romantic Songs in 4K :- https://bit.ly/4KHindiRomanticSongs
► Click To Watch Superhit Hindi Songs in 4K - https://bit.ly/4KHindiSongs

► Website: http://www.ultraindia.com
► Like us on Facebook: https://www.facebook.com/UltraHindi
► Follow us on Twitter: https://twitter.com/UltraHindi

#RajaAurRancho",PL5FFD61A8A15A9D53,,2011-03-26 10:45:50,9,2024-02-16 17:12:45,2024-02-16 17:12:45
aEjfHV0YbII,Malgudi Days - मालगुडी डेज - Episode 1 - Swami And Friends,malgudi-days-malgada-daja-episode-1-swami-and-friends,"Malgudi Days - मालगुडी डेज - Episode 1 - Swami And Friends
#malgudidays #swamiandfriends #ultrabollywood",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,,2024-02-16 17:41:21,2024-02-16 17:41:21
AggPZ5t-qVg,Shrimaan Shrimati | Full Episode 15  |  श्रीमान श्रीमती | एपिसोड - 15,shrimaan-shrimati-full-episode-15-sharamana-sharamata-epasada-15,"Chakraborthy dada is all set to direct his new film and is very anxious to know whether the things are going the right way or not. Chintu narrates Prema why he was punished by his teacher and request Prema to act as his mother in front of his teacher. Watch this interesting episode to know what happens when Chintu's real mother finds out.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-08-30 16:19:01,14,2024-02-16 17:21:51,2024-02-19 17:09:08
aheeBEAMV-I,Shaktimaan (शक्तिमान) - Full Episode 116 | Hindi Tv Series,shaktimaan-shakatamana-full-episode-116-hindi-tv-series,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL3E110C16D04A4070,,2012-05-21 05:05:08,116,2024-02-16 16:10:21,2024-02-19 17:09:08
AHeyBr97WUg,Shaktimaan (शक्तिमान) - Full Episode 86 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-86-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.
#Shaktimaan",PL3E110C16D04A4070,,2012-03-14 05:52:45,85,2024-02-16 16:10:21,2024-02-19 17:09:08
AHf8rprXpp0,Shrimaan Shrimati | Full Episode 25,shrimaan-shrimati-full-episode-25,"Kokila, who is need of a maid servant, requests Ganga Mausi, who tells that she will send a maid servant at her home. Later, Dilruba arrives at Kokila's house disguised as a maid and does all the household chores at Kokila's house. What will Keshav do when he finds Dilruba disguised as a maid? Watch to find out.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-08-30 16:09:00,24,2024-02-16 17:21:51,2024-02-19 17:09:08
AkpBZ25SwMw,Shaktimaan (शक्तिमान) - Full Episode 14 | Hindi Tv Series,shaktimaan-shakatamana-full-episode-14-hindi-tv-series,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#Shaktimaan #ultrabollywood #mukeshkhanna",PL3E110C16D04A4070,,2011-03-11 07:04:02,13,2024-02-16 16:10:21,2024-02-19 17:09:08
AM0sylpCaw8,Shrimaan Shrimati  | Full Episode  20,shrimaan-shrimati-full-episode-20,"Dilruba does not agree with Prema that Keshav is a gentleman. Dilruba pledges to expose the reality of Keshav in front of Prema. Dilruba makes a plan and tells Jwala (who is a side-heroine in Prema's movie) to help him out, in showing that Keshav is a person who flirts with other ladies. Will Keshav fall into Dilruba's trap? Stay tuned.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-08-30 15:48:02,19,2024-02-16 17:21:51,2024-02-19 17:09:08
AoivwJ7G134,Shaktimaan - Episode 145,shaktimaan-episode-145,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL3E110C16D04A4070,,2012-11-01 07:42:14,143,2024-02-16 16:10:21,2024-02-19 17:09:08
APkByx6ercA,Shaktimaan - Episode 224,shaktimaan-episode-224,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-07-18 12:28:00,22,2024-02-16 16:48:00,2024-02-19 17:09:08
apPEdBz6Kec,Shaktimaan - Episode 202,shaktimaan-episode-202,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-04-22 13:45:11,1,2024-02-16 16:48:00,2024-02-19 17:09:08
Aqrsf6c2k_8,Shaktimaan (शक्तिमान) - Full Episode 99 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-99-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.


#Shaktimaan",PL3E110C16D04A4070,,2012-03-30 06:37:45,98,2024-02-16 16:10:21,2024-02-19 17:09:08
aRb-64k63Qc,Shaktimaan - Episode 289,shaktimaan-episode-289,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-11-08 08:21:34,87,2024-02-16 16:48:01,2024-02-19 17:09:08
ARUGN2fwoO4,Shaktimaan - Episode 214,shaktimaan-episode-214,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-05-27 11:06:56,13,2024-02-16 16:48:00,2024-02-19 17:09:08
AselBe_SQ_A,Shaktimaan (शक्तिमान) - Full Episode 44 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-44-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#Shaktimaan",PL3E110C16D04A4070,,2011-05-17 11:17:32,43,2024-02-16 16:10:21,2024-02-19 17:09:08
aSyrfnQ42UI,Malgudi Days - मालगुडी डेज - Episode 21 - The Edge - धारा,malgudi-days-malgada-daja-episode-21-the-edge-thhara,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 21 - The Edge - धारा

In The Edge we meet Ranga who by profession is a knife sharpener. At the beginning of the story, we are introduced to Ranga and how he goes about his trade and we are told how good a person as well as tradesman he is. His care and concern for his daughter is one of the highlights of the story; the way he enjoys the sight of her going to school and his dreams about her becoming an independent woman are heartfelt depictions. Narayan brings the twist pretty late in this tale when Ranga is going  back to Malgudi from his home after his three to four day monthly holiday; the climax catches up when he is offered a lift in a sterilization van. With a lure of thirty rupees, he is fooled into giving his thumb impression for the sterilization process but eventually simple hearted Ranga realizes the gravity of the situation and runs away.",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,20,2024-02-16 17:41:21,2024-02-16 17:41:21
AtjLro4b4LQ,Malgudi Days - मालगुडी डेज - Episode 10 - The Vendor of Sweets - मिठाईवाला (Part 2),malgudi-days-malgada-daja-episode-10-the-vendor-of-sweets-mathaiival-part-2,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 10 - The Vendor of Sweets - मिठाईवाला (Part 2)

Malgudi Days is an Indian television series based on the works of R.K. Narayan. The series was directed by Kannada actor and director Shankar Nag. 
The main characters are Jagan and his son Mali. It revolves around the issues arising from the generation gap between father and son. Narayan in his superb style narrates the pr of his role in India's freedom struggle during his youth. Gita forms the staple of his life. He tries to act on the principles described in the great epic. Naturopathy forms the pivotal of his life and he even desires to publish his natural way of living in the form of a book, but obviously it is a futile dream as the draft has been gathering dust in the publisher’s office for the last five years. He wears hand spun cloth that signifies purity to him. In his early days Jagan loses his wife Ambika because of his belief in nature cures. He had never spent much time with his wife, something that causes discontent in his son Mali. Mali has got his passport and tickets ready without even informing Jagan about his plans.Mali, without his father's permission discontinues his education, and goes to America to get training to write a book. But, the old man accepts even this diversion with good heart and treasures every letter received from Mali and proudly exhibits it to anyone who cares to listen. A few years later, he comes back very Westernized and brings along a half-American, half-Korean girl, Grace. Jagan assumes that they are married, though Mali never told him this in a straightforward way, which causes great disappointment to Jagan. Jagan however develops an affection for Grace and feels Mali is not giving her the attention she deserves.

Soon Mali expresses a desire to start a machine factory with some partners from America. He asks his father to invest in this factory. Jagan is unwilling, which causes friction between Jagan and Mali. Troubled by the turmoil, Jagan decides to retire from active working. As this is happening, Mali is caught by the police for drunkenness and deserts his wife. Jagan then asks his cousin to make sure that Mali stays in prison for some time, so that he can learn his mistakes. Jagan also gives some amount of money to the cousin so that he can buy a plane ticket to Grace so she can go back to her hometown.

The conflict between the old and young generation, their ideals and the generation gap makes 'Vendor of Sweets' a memorable story.",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,9,2024-02-16 17:41:21,2024-02-16 17:41:21
